uniprot	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway
RXRG	4.758	1.568	1.247	1.401	4.759	1.016
5NT1B	4.257	0.0	0.67	1.227	4.157	0.0
TRRAP	5.0	1.201	2.897	1.228	5.0	4.401
Q53GI4	5.0	1.735	1.749	1.261	5.0	1.06
MTCL1	5.0	2.388	5.0	0.0	3.459	1.736
DDA1	5.0	0.0	0.865	0.75	4.653	0.0
ISK5	5.0	5.0	5.0	0.724	1.728	5.0
KCD18	3.522	0.0	0.651	2.259	2.213	0.0
RBM23	4.655	0.721	0.924	0.882	4.645	0.643
PLPR3	1.275	0.816	3.77	0.537	1.097	0.0
AMZ2	3.259	0.0	0.0	0.0	3.116	0.0
A0A3B3IPE9	5.0	4.224	4.365	0.844	1.865	4.152
SULF2	5.0	5.0	5.0	1.257	1.611	5.0
ATG2B	4.778	0.887	1.044	1.362	4.743	3.345
CLC14	1.782	4.002	5.0	0.582	1.278	0.576
FAM3C	4.727	4.722	1.147	1.123	1.338	4.66
PTPRF	4.651	4.361	4.716	1.163	1.624	4.277
P2RX4	4.663	4.505	5.0	1.774	3.767	4.407
OR2L3	0.0	0.0	5.0	0.0	0.0	0.0
TCPQM	3.506	0.0	0.658	0.375	1.266	0.0
ZN517	4.144	0.0	0.0	0.0	4.019	0.0
AT2A3	5.0	1.52	3.476	1.61	3.576	5.0
A0A5F9UP49	4.944	4.616	5.0	2.085	2.277	4.898
MCMBP	5.0	0.88	4.0	1.315	5.0	0.0
DRB1	5.0	4.531	5.0	2.383	2.756	5.0
DHDDS	4.496	0.898	2.336	1.25	2.071	4.234
AHNK2	4.797	1.023	5.0	0.763	4.201	4.171
DC122	3.322	0.0	0.0	0.0	2.121	0.0
KCTD8	3.571	0.0	3.466	0.0	2.802	1.532
DMBX1	4.455	0.977	1.239	0.767	4.397	1.054
G3ST4	4.423	4.373	0.724	0.0	0.0	4.0
HXA4	5.0	1.341	1.161	1.159	5.0	0.864
TPK1	4.703	1.155	1.36	1.651	1.322	2.252
PYY	3.494	5.0	2.29	1.961	3.393	1.956
LCE1B	1.044	0.727	1.059	0.0	1.003	0.0
ARL9	2.886	0.0	0.661	0.656	1.219	0.0
TFR1	5.0	5.0	5.0	2.814	2.957	5.0
LEUK	4.723	5.0	5.0	2.613	3.991	4.392
LIAT1	3.373	0.0	0.0	0.0	3.172	0.0
MAK16	4.79	0.0	0.0	1.036	4.78	1.948
CBPC5	5.0	4.109	5.0	0.67	5.0	1.108
CLM8	4.403	4.636	4.425	1.008	1.304	4.279
ERGI2	5.0	1.119	1.729	1.406	5.0	5.0
SCNNA	5.0	5.0	5.0	1.203	1.977	5.0
CBWD3	4.04	0.731	1.176	1.171	2.123	1.225
KIRR2	1.662	2.328	4.632	0.188	1.032	0.915
RTEL1	5.0	1.07	1.158	1.311	5.0	0.886
O52M1	0.0	0.0	5.0	0.0	0.0	0.0
ETS2	5.0	2.194	4.372	1.718	5.0	1.646
LHPL5	3.804	1.284	4.404	0.604	0.843	0.923
CAC1A	5.0	2.097	5.0	1.884	5.0	2.181
MAP4	5.0	1.395	4.693	1.346	3.253	1.494
C102B	3.59	0.763	0.66	2.308	1.587	0.0
MAGA4	3.486	1.586	1.564	1.215	3.448	1.234
FA8	4.592	5.0	4.402	1.868	1.86	4.471
CUX1	5.0	2.1	2.134	1.408	5.0	4.315
MOES	5.0	4.49	5.0	2.369	4.547	4.473
AT2B2	5.0	4.325	5.0	1.693	1.451	4.296
VP13A	5.0	0.956	5.0	5.0	1.384	5.0
RAB5B	5.0	5.0	3.717	3.442	1.451	5.0
MYLK	5.0	2.482	5.0	1.839	2.323	2.202
BAZ1A	5.0	1.111	0.821	0.724	5.0	1.895
CASS4	4.603	1.475	5.0	1.077	2.597	1.27
P66A	5.0	0.998	1.033	0.727	5.0	0.59
CT096	3.278	0.0	0.0	0.0	2.342	1.759
CLD7	2.372	2.094	5.0	1.105	1.9	1.529
ZN460	4.3	0.0	0.0	0.0	4.2	0.626
LZTS3	4.554	0.0	4.302	0.0	2.5	0.567
MTAP2	4.863	2.298	4.629	2.169	4.137	2.16
PARP9	5.0	1.434	1.263	4.287	5.0	1.335
OR2W3	0.744	0.0	5.0	0.617	0.59	0.0
ANS1A	4.776	0.882	4.157	0.585	4.696	0.977
OR5BL	0.0	0.0	5.0	0.0	0.0	0.0
LRCC1	5.0	0.0	1.387	0.0	2.448	0.0
CDC16	5.0	1.282	1.71	1.596	5.0	1.939
S35F1	2.463	0.727	1.588	0.0	1.921	1.353
EI2BG	5.0	0.822	2.156	0.75	2.131	1.803
NRP2	2.957	4.014	4.699	1.064	1.788	1.596
MYH10	5.0	4.373	5.0	2.755	4.439	4.305
ST1A4	5.0	0.0	0.0	0.762	0.724	0.0
DSC3	3.564	3.529	5.0	1.231	1.899	1.603
COLL2	0.96	4.162	0.0	0.0	0.0	1.096
PKHG4	3.84	0.774	2.38	0.985	3.43	1.0
FBP12	4.664	0.924	0.942	0.986	2.006	0.756
ZN528	4.264	0.0	0.0	0.0	4.251	0.0
CO4A2	4.702	5.0	3.623	1.742	1.698	4.565
SPOC1	4.726	0.0	0.0	0.0	4.716	0.508
C144A	1.853	0.234	0.234	0.797	1.853	0.0
EST1	5.0	4.178	2.233	1.955	2.079	4.805
DPP4	5.0	4.726	5.0	2.52	2.545	5.0
CLIP3	5.0	0.0	5.0	0.959	3.797	5.0
PLAL1	4.849	1.458	1.279	1.22	4.841	4.429
TOPRS	5.0	0.864	4.257	1.154	5.0	0.656
PCMD1	4.538	0.952	0.724	0.891	2.887	2.168
ERF1	5.0	1.204	1.65	1.503	2.562	1.293
KR261	4.162	1.125	0.562	0.562	0.812	0.0
MMP17	1.518	3.785	5.0	0.551	1.159	1.039
SFR19	4.552	0.733	0.79	1.708	4.499	0.577
RIR2	5.0	1.864	1.847	2.03	3.166	1.684
TPPP	5.0	1.606	4.309	4.343	5.0	4.243
SC6A9	4.129	1.398	4.693	1.342	2.324	3.436
WDHD1	4.851	1.115	1.212	0.969	4.849	0.0
FXL22	4.174	0.0	0.0	0.0	4.144	0.0
ANR53	5.0	0.0	0.0	0.0	2.438	0.0
PIM3	4.735	1.487	1.536	2.041	2.651	0.877
LONM	5.0	1.409	1.82	5.0	4.417	1.597
ITBP1	5.0	1.836	5.0	0.469	5.0	1.092
CO039	4.588	0.0	0.576	0.656	1.594	0.0
ZN148	5.0	1.207	1.089	1.226	5.0	4.331
PAK3	4.783	0.933	4.248	0.837	1.246	2.462
PED1A	2.542	0.188	0.0	0.0	2.542	0.0
TLR9	4.663	5.0	4.622	2.655	3.01	4.696
PPL13	4.499	1.949	0.957	2.224	4.271	1.057
KC1G3	5.0	0.721	3.299	0.898	3.972	0.513
FUT8	5.0	4.448	2.083	1.035	1.452	5.0
5HT4R	5.0	1.397	5.0	0.757	1.233	5.0
RED1	5.0	1.227	2.862	1.181	5.0	1.138
DRC7	4.476	0.0	3.581	0.0	1.852	0.0
O10A3	0.719	0.0	5.0	0.0	0.591	0.0
KR122	4.0	2.414	0.0	0.0	0.0	0.0
A0A0C4DFT7	4.707	2.381	4.744	1.713	4.602	2.349
TRPM6	3.915	1.982	4.747	1.623	1.55	1.605
CXA9	0.811	0.559	4.096	0.519	0.712	0.0
BSCL2	5.0	1.458	3.561	1.781	2.175	5.0
GTPB4	4.877	1.921	4.543	1.796	4.853	2.908
GL8D2	4.54	2.034	0.7	0.616	0.542	4.121
SCYL2	3.857	0.503	1.026	0.188	0.938	3.551
SCUB1	1.592	5.0	5.0	0.234	1.21	1.171
ANKH1	3.508	0.612	0.775	0.941	1.306	0.712
RM37	5.0	0.0	0.0	5.0	1.976	0.328
SIG14	4.31	1.48	3.505	0.0	0.77	4.217
RGS22	5.0	0.656	0.838	0.0	5.0	0.0
DNJC5	4.829	1.699	5.0	4.334	1.754	4.519
EIF3B	5.0	4.269	2.656	1.39	4.17	4.231
MTHSD	3.728	0.0	0.551	0.656	2.063	1.532
F110A	3.957	0.281	0.0	1.875	0.51	0.0
UBE2Z	5.0	1.687	1.005	0.895	5.0	0.544
TO20L	4.102	0.516	3.363	3.803	0.0	0.188
ZN219	5.0	0.819	0.0	0.574	5.0	0.672
NTRK3	3.51	2.567	4.75	1.922	3.247	1.998
HS3SB	4.566	1.507	4.282	0.75	1.837	4.507
MPC1	4.824	1.933	1.364	4.696	2.018	0.777
TO6BL	4.266	0.0	0.609	0.656	3.484	0.188
NCKP1	5.0	4.217	4.298	1.196	1.826	4.242
CBPZ	1.78	4.225	1.269	0.0	1.2	0.375
A0A7P0MP65	4.703	5.0	1.776	1.722	2.247	4.28
CTRB1	1.619	5.0	1.35	1.096	1.117	1.112
ZSC12	4.525	0.528	0.0	0.673	4.333	0.0
MPEG1	5.0	3.757	2.239	1.108	1.351	5.0
UBA3	4.832	0.912	1.417	1.568	4.828	1.229
A0A0R4J2E8	5.0	1.335	4.36	1.588	5.0	1.37
LAMC3	1.693	5.0	1.463	0.63	1.489	0.693
RFWD3	5.0	0.0	0.0	0.0	5.0	0.0
RAB25	5.0	4.309	5.0	1.619	2.071	5.0
ZN37A	5.0	0.0	0.0	0.0	5.0	1.653
NRK1	4.717	1.57	1.222	1.872	2.438	0.63
STAT1	5.0	3.384	4.389	2.643	5.0	2.739
CYH1	5.0	1.449	5.0	2.023	3.351	4.553
ZN627	4.134	0.0	0.0	0.0	4.134	0.0
MICU1	5.0	1.394	2.149	5.0	1.793	2.013
CCL28	4.384	5.0	1.761	0.976	1.886	4.248
A0A0C4DFT8	5.0	4.0	0.899	0.0	5.0	4.0
R4GNA2	3.144	0.588	0.717	0.0	3.096	0.0
IQGA3	4.593	1.032	2.962	0.781	2.979	0.626
ZFP2	4.369	0.0	0.0	0.815	4.35	0.0
CO8A	4.368	5.0	5.0	1.213	1.488	4.206
SESQ1	5.0	0.84	1.021	0.0	1.995	5.0
NB5R3	5.0	4.53	5.0	5.0	1.328	5.0
SRBP2	5.0	2.729	2.711	2.367	5.0	5.0
DLX1	5.0	1.84	1.992	1.165	5.0	1.562
BRNP2	3.694	3.562	3.0	1.433	0.793	3.327
STYL2	3.812	0.0	1.127	1.306	1.474	0.687
ZEB1	5.0	3.175	2.814	2.44	5.0	2.242
TNNI1	4.599	1.372	1.329	1.787	3.386	1.556
AT1A2	5.0	4.35	5.0	1.623	1.518	4.242
FAN1	5.0	4.0	1.486	0.0	5.0	0.0
PHLB1	5.0	0.688	5.0	0.681	3.478	0.422
COX1	5.0	1.967	3.811	5.0	3.487	1.736
ZN277	4.492	0.0	1.605	0.0	4.455	0.0
ASTN2	4.16	1.23	4.186	0.81	2.632	3.479
COMT	5.0	4.729	4.613	2.432	2.373	4.644
ZN830	4.82	0.0	0.0	0.0	4.824	0.0
TOP1	5.0	2.195	2.247	2.499	5.0	1.946
RM24	5.0	0.0	0.0	5.0	0.75	0.0
PNPH	5.0	4.352	1.786	2.121	3.556	4.262
ASTN1	3.621	2.486	4.054	0.829	1.305	3.453
T22D2	3.618	0.674	0.756	0.703	2.484	0.0
GLMP	5.0	2.187	2.501	1.006	4.139	0.503
CYB	5.0	1.918	3.786	5.0	3.479	1.909
MTOR	5.0	3.091	4.387	4.305	4.712	5.0
KIFA3	4.702	1.025	4.412	1.549	4.617	4.193
CD3E	4.507	3.633	5.0	1.757	2.226	4.238
RN121	4.15	0.0	3.158	0.0	1.071	3.958
MACF1	5.0	1.608	5.0	1.638	1.868	5.0
RM21	5.0	0.0	0.0	5.0	3.015	0.0
GPX6	2.654	4.407	1.479	1.897	1.364	2.32
MFA3L	5.0	0.771	5.0	0.0	5.0	0.571
SFT2A	2.161	0.0	3.0	0.675	1.532	0.0
DEN4B	5.0	1.406	2.672	0.0	4.276	5.0
FZD5	4.423	2.041	5.0	1.177	2.046	4.318
PPT2	4.693	4.272	1.365	1.227	1.232	4.242
AMY2B	4.385	4.643	1.628	1.175	0.899	4.164
PGH1	5.0	4.559	3.092	3.055	2.66	5.0
SMUF1	5.0	4.477	4.422	3.252	4.493	4.363
RUND1	2.747	0.0	0.736	0.938	2.208	0.932
WHRN	4.706	1.376	4.551	1.111	2.788	1.266
ATP6	5.0	1.92	2.766	5.0	3.204	1.706
TAF11	5.0	0.0	0.793	0.609	5.0	4.31
IOD1	3.997	1.733	4.229	1.503	1.237	3.29
GPTC3	5.0	0.0	0.0	0.0	5.0	0.0
A0A087WU53	5.0	1.407	5.0	1.093	1.236	5.0
NPY1R	2.139	1.653	5.0	1.167	2.15	1.172
MAGC2	4.628	1.748	1.96	1.413	4.448	1.172
NU6M	4.676	1.242	2.813	4.665	3.215	1.096
MINY1	4.503	0.0	3.0	0.0	4.461	1.299
MAST2	4.566	0.854	3.659	0.784	2.323	0.677
GPX7	5.0	4.361	1.644	2.103	3.271	5.0
OPA1	5.0	1.81	5.0	5.0	4.633	1.9
ZN652	4.609	1.018	0.856	0.822	4.573	0.856
NU1M	5.0	1.54	3.124	5.0	3.174	1.787
DEN10	5.0	0.0	1.714	1.031	0.891	5.0
S39AD	4.552	1.623	3.574	1.289	1.481	4.384
FCRL5	1.505	1.403	5.0	0.642	1.018	0.872
ZN485	4.106	0.0	0.0	0.0	4.106	0.0
O10Z1	0.685	0.0	5.0	0.0	1.655	0.0
AKP13	5.0	1.636	5.0	1.372	4.134	1.607
SMC3	5.0	1.799	1.768	1.531	5.0	1.192
S26A1	2.09	1.172	4.71	0.884	0.927	1.242
H2BWT	4.179	0.938	3.0	1.828	4.105	0.0
PCGF3	5.0	0.87	0.0	0.0	5.0	0.0
NU4LM	5.0	1.575	3.179	5.0	2.994	0.655
CHAP1	5.0	0.526	4.0	0.0	5.0	0.0
SBNO2	4.518	1.325	1.401	0.671	4.494	0.779
RL12	5.0	4.222	4.153	1.537	1.605	4.185
IPO9	5.0	1.203	3.675	1.327	4.009	1.997
COA3	5.0	0.881	2.32	5.0	1.759	0.632
MB12B	5.0	4.14	5.0	0.281	5.0	5.0
SPRY7	2.289	1.219	0.609	0.0	1.563	0.0
PJA2	5.0	0.6	5.0	0.748	2.682	3.214
TBKB1	4.046	1.186	1.092	1.359	3.517	1.644
CNTP2	4.486	2.742	4.759	1.442	1.916	4.316
CD3Z	5.0	3.07	5.0	2.117	2.143	2.901
ZN521	5.0	1.38	1.623	1.057	5.0	0.728
CI114	5.0	0.0	1.213	0.0	5.0	0.0
NU5M	5.0	0.904	2.858	5.0	2.941	1.005
XAF1	5.0	2.498	1.882	5.0	5.0	1.214
CALD1	5.0	2.157	4.651	1.612	3.476	1.493
SMS1	5.0	1.375	4.716	1.447	4.502	5.0
DDT4L	4.5	1.573	0.989	1.202	2.491	0.828
ARHG2	5.0	1.674	5.0	1.066	3.863	5.0
TOX	4.69	1.233	1.272	0.667	4.677	0.0
KBP	5.0	0.617	1.329	5.0	2.011	0.837
OGA	5.0	2.393	2.935	2.18	4.212	2.263
NF2L1	5.0	1.295	1.091	1.696	5.0	5.0
DRD2	5.0	2.523	5.0	2.196	2.54	3.566
PPE1	4.471	1.429	1.607	3.084	3.821	1.266
COX2	5.0	1.821	2.466	5.0	3.081	1.559
KI21A	4.719	0.865	4.283	1.203	2.633	1.478
RASF9	5.0	4.0	0.688	0.375	2.878	5.0
S2547	3.609	1.594	1.026	3.706	0.0	0.422
CC152	3.605	0.0	1.66	0.596	3.596	0.0
F163A	0.984	3.058	1.834	0.545	0.808	0.576
GRM1	4.316	2.313	5.0	1.762	3.254	2.938
CXCL9	2.786	5.0	3.624	1.995	2.611	2.363
NRG2	3.472	4.372	4.091	0.96	3.346	1.216
TIFA	5.0	1.357	0.738	0.628	3.054	0.673
MAGE1	4.534	0.0	4.157	0.562	4.539	0.0
CC14A	5.0	1.189	4.259	1.381	4.786	1.268
MELT	3.182	1.032	3.289	0.0	2.876	0.0
EFNMT	2.988	0.766	0.844	1.588	2.039	0.0
A0A075B6G3	5.0	2.768	5.0	2.169	4.645	2.113
M3K3	4.601	1.807	1.687	1.412	4.002	1.282
TLR1	5.0	3.203	5.0	2.096	2.635	5.0
CAZA2	4.638	4.136	2.58	0.941	1.972	4.17
GAB2	5.0	1.593	5.0	1.6	3.397	2.006
SMC5	5.0	1.202	4.392	1.48	5.0	0.887
F189B	2.424	0.0	3.298	0.513	1.96	0.0
GT252	4.803	1.345	1.156	2.029	2.23	4.62
NU4M	5.0	1.374	3.343	5.0	3.231	1.195
ZN318	4.801	0.739	1.206	0.0	4.793	0.809
NAA35	5.0	0.73	4.147	2.029	4.616	2.293
COX3	4.838	1.512	2.92	5.0	3.452	0.953
ALPK2	3.054	1.156	3.311	0.871	2.967	1.878
ABCG1	5.0	2.873	5.0	5.0	3.276	4.541
PO3F3	5.0	1.757	1.984	0.95	5.0	1.698
ILF2	5.0	3.548	1.224	1.58	5.0	4.225
CTR9	5.0	0.982	0.707	0.707	5.0	0.914
PJA1	3.794	1.127	0.871	0.0	3.758	0.0
TEDC2	4.494	0.656	4.0	0.75	2.064	0.0
ARHGF	4.422	1.101	4.363	0.656	2.375	1.174
DZIP3	5.0	0.642	0.634	0.0	2.402	1.532
TGRM1	4.433	0.75	4.199	0.75	1.751	1.054
NU2M	5.0	1.65	3.02	5.0	3.187	1.567
CTBL1	5.0	1.064	1.325	1.501	5.0	0.978
TAF13	5.0	0.281	0.605	0.573	5.0	0.0
ZSC20	4.602	0.0	0.0	1.989	4.575	0.0
ARGAL	4.642	0.0	0.729	0.0	1.954	0.0
SHSA4	0.905	0.549	1.515	0.0	0.0	0.656
NSE1	5.0	0.0	0.0	1.969	5.0	1.438
CCDC7	2.379	0.0	0.603	0.375	1.765	0.612
PCD18	1.645	2.015	4.38	0.576	1.009	0.624
MSRB1	4.719	2.592	1.295	1.751	4.195	1.758
RHGBA	5.0	0.821	1.3	1.502	5.0	0.597
QKI	4.628	1.701	2.749	1.214	4.606	1.179
SMOC1	1.835	4.299	1.2	1.366	1.26	0.865
DCA12	5.0	0.544	0.885	0.396	3.137	0.0
IPIL1	1.714	2.531	0.0	0.666	0.0	0.0
K1C19	5.0	4.55	5.0	3.054	3.063	4.418
CAPON	3.744	1.301	4.382	3.522	3.583	3.61
HXB1	5.0	1.558	1.517	0.896	5.0	1.221
SELN	5.0	1.546	2.462	1.904	1.741	5.0
NMD3A	5.0	1.905	5.0	1.37	1.699	4.184
SUCR1	4.372	4.388	4.747	2.016	1.425	4.232
FCRL2	1.807	1.704	5.0	0.977	0.793	1.166
TIGD4	4.196	0.0	0.0	0.0	4.078	0.0
LRC10	4.147	1.142	0.894	2.394	4.034	1.006
HORM1	4.654	1.14	1.578	2.157	4.631	0.689
CO6A1	4.714	5.0	3.162	2.622	2.113	4.423
DCR1A	4.814	0.802	0.619	1.212	4.818	0.0
LRRT3	2.743	3.779	4.371	0.0	0.854	0.709
CAC1S	5.0	1.881	5.0	1.549	1.618	2.459
ASB12	5.0	0.469	0.0	0.0	0.0	0.0
MAGB3	2.054	0.0	0.0	0.562	1.983	0.0
F110B	4.628	0.281	0.0	4.306	1.966	0.0
NU3M	5.0	1.604	2.424	5.0	3.053	1.161
T184B	2.106	0.854	3.211	0.548	1.854	1.48
SNX6	5.0	1.224	1.676	1.129	3.966	5.0
HMGN2	5.0	5.0	0.88	0.0	5.0	0.751
BECN1	4.787	2.612	3.278	4.398	4.299	4.623
MRCKB	5.0	4.207	4.236	0.697	1.141	4.123
TEX45	1.133	0.0	0.0	0.953	0.953	0.0
PAX9	5.0	1.851	1.358	0.896	5.0	1.231
E2F2	5.0	2.098	1.817	2.43	5.0	1.465
MOONR	5.0	1.056	1.927	0.0	3.511	1.092
ZN511	3.414	0.0	0.0	0.0	3.116	0.619
PP14C	3.821	1.027	0.953	0.0	2.311	0.919
SMG5	4.5	1.52	1.496	1.227	4.505	1.41
ATP8	5.0	3.383	1.284	5.0	3.272	0.865
CNOT7	5.0	1.147	1.846	2.005	5.0	1.045
A0A2U3TZM3	4.646	0.0	0.794	0.934	4.645	0.63
KRA15	4.454	1.406	0.0	0.281	1.166	0.0
MOK	4.729	0.999	4.274	0.923	4.472	2.281
CA174	4.504	0.0	0.534	2.156	4.429	0.188
HACD1	5.0	1.361	3.137	1.294	1.16	5.0
RL39	5.0	5.0	0.97	1.168	2.043	1.024
GRM3	3.405	2.156	4.754	1.521	1.82	1.558
CIPC	4.758	1.726	1.266	0.691	4.633	0.0
PSB5	5.0	4.323	1.335	1.924	4.676	4.236
TGM2	5.0	5.0	4.669	5.0	5.0	4.423
ABC3C	5.0	1.193	1.268	1.234	5.0	1.139
SOX15	5.0	1.438	1.167	0.996	5.0	0.901
CD47	4.664	4.102	4.878	2.014	2.989	4.644
CNTF	5.0	4.544	4.136	2.129	2.501	2.954
OSGI1	3.378	1.257	3.047	1.489	2.793	1.074
ARK73	5.0	4.139	0.0	2.488	2.177	4.0
S2611	5.0	4.197	5.0	0.618	4.119	5.0
R3HD4	4.382	0.0	0.0	0.0	4.381	0.0
SCAM5	5.0	0.828	5.0	0.536	0.732	5.0
MPP8	5.0	0.729	4.404	0.67	5.0	0.0
LRIG2	3.96	3.473	4.333	0.0	2.216	2.478
ISLR2	1.641	2.34	4.173	0.0	1.132	0.658
GAG2A	2.854	0.525	0.0	0.281	2.728	0.0
3BP5L	4.14	0.0	0.0	0.0	2.577	1.965
A0A2C9F2M9	0.0	0.0	5.0	0.0	0.0	0.761
OR2T4	0.0	0.0	5.0	0.0	0.0	0.0
OR2M5	0.0	0.0	5.0	0.0	0.0	0.0
OR2L2	0.0	0.0	5.0	0.0	0.0	0.0
A0A2C9F2M8	0.661	0.0	5.0	0.0	0.0	0.0
TRI58	4.01	0.768	0.783	0.918	3.243	0.0
O14A2	0.0	0.0	5.0	0.0	0.0	0.0
OR2C3	0.0	0.0	5.0	0.0	0.0	0.0
ZN670	4.394	0.0	0.602	1.38	4.394	0.0
ELYS	5.0	4.037	4.713	1.237	5.0	4.265
SCPDL	5.0	4.0	5.0	4.357	4.216	4.306
CNST	5.0	0.422	5.0	0.609	1.647	5.0
TFB2M	5.0	1.069	1.575	5.0	2.388	0.964
DRC8	4.41	0.469	3.368	1.428	1.109	0.0
CTSRE	5.0	0.188	5.0	0.0	0.0	0.188
PURA2	4.827	4.26	2.878	4.42	2.076	4.191
SDCG8	5.0	1.032	5.0	0.621	3.103	0.857
CE170	5.0	1.146	4.319	1.57	3.441	1.392
EXO1	5.0	1.655	4.325	1.902	5.0	1.678
WDR64	1.867	0.0	0.0	0.375	1.219	0.0
RAE2	4.686	1.857	1.53	1.5	4.665	1.455
OPN3	5.0	1.267	5.0	1.166	1.33	1.162
KMO	4.69	2.995	4.355	4.448	1.385	0.985
FUMH	5.0	4.368	1.809	5.0	5.0	4.28
RGS7	5.0	1.188	4.401	0.9	3.807	1.074
RYR2	4.786	2.118	4.777	2.334	2.911	4.715
METH	5.0	2.115	2.161	2.492	2.949	1.675
HEAT1	5.0	0.772	3.293	4.319	5.0	0.793
G137B	5.0	0.841	4.469	0.0	0.791	0.819
B3GL2	5.0	2.159	1.895	0.234	1.471	5.0
TOM20	5.0	2.721	5.0	5.0	2.422	2.432
I2BP2	5.0	1.615	1.151	1.034	5.0	0.757
COA6	5.0	1.875	2.469	5.0	4.479	0.669
S35F3	2.97	0.773	2.906	0.805	1.714	2.47
KCNK1	4.548	1.734	5.0	1.097	1.426	3.97
M3K21	4.506	0.978	1.922	0.662	2.235	0.892
NTPCR	3.848	0.987	0.839	2.069	1.433	0.65
SI1L2	4.189	0.0	0.746	0.518	2.366	0.505
DISC1	5.0	2.016	4.532	5.0	3.996	3.099
TSNAX	5.0	1.135	1.515	0.935	5.0	4.183
EGLN1	5.0	2.144	1.962	2.793	4.227	1.611
EXOC8	5.0	1.339	5.0	1.341	1.649	5.0
GNPAT	5.0	1.235	1.44	3.662	2.108	1.502
CA131	5.0	0.0	0.094	0.094	5.0	0.094
TRI67	4.39	0.665	1.085	0.721	3.228	0.73
FA89A	3.191	0.0	0.0	1.713	1.882	1.558
TTC13	2.733	1.031	0.375	0.422	1.653	1.508
CA198	4.624	0.375	0.0	1.781	0.721	0.0
ANGT	4.601	5.0	2.224	2.583	2.569	4.354
COG2	5.0	0.752	1.406	0.788	3.202	5.0
GALT2	4.831	4.069	1.609	0.93	1.23	4.843
ABCBA	5.0	1.147	3.207	5.0	1.367	1.508
ACTS	5.0	4.493	3.879	2.244	2.433	4.45
RAB4A	5.0	5.0	3.84	2.184	2.469	5.0
RHOU	4.762	2.59	4.48	1.384	2.533	3.577
H2A3	5.0	4.128	0.0	0.533	5.0	4.0
H31T	5.0	4.139	0.66	0.905	5.0	4.13
TRI17	3.796	1.314	1.416	1.32	3.423	1.308
CAF17	4.749	0.0	1.048	4.762	1.148	0.602
CXG2	3.057	1.498	5.0	1.174	1.45	1.381
KGUA	4.821	1.52	4.0	2.952	2.871	1.393
DLL1	4.398	5.0	5.0	1.94	2.786	3.18
PRS38	0.862	3.0	0.87	0.0	0.0	0.613
MRCKA	5.0	4.286	4.418	0.739	3.278	4.481
EMARD	3.422	0.0	2.888	0.281	0.559	3.0
DYLT2	4.073	0.0	1.286	0.0	2.016	0.676
PSN2	5.0	2.441	5.0	3.937	5.0	4.47
TSP2	5.0	4.632	3.573	1.518	3.047	5.0
STUM	1.019	0.0	2.812	0.0	0.0	0.0
PARP1	5.0	2.444	5.0	5.0	5.0	2.218
DACT2	4.24	1.681	1.131	0.0	2.842	0.974
GCP60	5.0	0.955	1.721	3.733	2.815	5.0
LFTY2	4.464	5.0	1.786	1.254	2.07	4.35
GPR31	1.079	1.08	5.0	0.0	0.749	0.987
CSCL1	5.0	4.161	4.647	0.0	0.72	4.0
ENAH	4.724	1.43	5.0	1.105	2.618	1.128
CEP43	5.0	0.822	3.518	0.0	5.0	0.635
FBX28	5.0	0.539	1.781	0.0	5.0	0.0
CAN8	3.651	1.245	0.924	1.07	1.166	3.312
CC185	2.391	0.0	0.0	0.0	2.391	0.0
PRKN	5.0	2.442	4.499	5.0	4.611	5.0
DUS10	5.0	1.575	1.413	1.333	5.0	4.279
HLX	4.653	1.681	1.307	0.918	4.638	0.806
MARC1	4.707	1.318	4.329	4.672	0.986	1.008
MARC2	4.765	0.0	4.271	4.552	2.352	1.474
SYIM	4.894	1.016	1.296	4.858	1.805	0.791
SYEP	5.0	2.536	4.561	2.268	2.414	2.006
ZNT10	5.0	1.918	4.739	1.818	1.719	5.0
LYPL1	4.726	1.569	1.035	2.085	1.126	1.096
TGFB2	4.703	5.0	4.417	2.037	3.348	4.43
RRP15	3.862	0.0	0.6	2.104	3.837	0.188
SPT17	3.768	0.0	0.0	0.706	2.975	0.0
GPTC2	4.793	0.939	2.253	0.877	4.782	0.863
ERR3	4.8	1.729	1.515	2.399	4.799	1.304
S22A2	4.459	4.336	4.746	1.904	1.793	4.306
CENPF	5.0	1.439	5.0	1.437	5.0	1.354
PTN14	5.0	1.724	1.733	2.255	5.0	1.01
SMYD2	5.0	1.532	1.118	2.742	4.493	0.601
PROX1	4.894	2.198	2.047	1.476	4.889	1.84
KS6C1	5.0	0.808	0.616	0.574	2.014	5.0
ANGE2	4.653	0.0	0.0	1.747	4.659	0.0
S22A1	4.433	1.611	5.0	1.864	1.813	1.394
FLVC1	5.0	1.752	4.725	5.0	1.246	1.721
NSL1	5.0	1.638	2.432	0.281	5.0	0.813
NENF	5.0	5.0	1.295	5.0	2.565	5.0
DTL	5.0	1.214	5.0	1.223	5.0	2.066
INT7	5.0	0.711	2.625	0.521	5.0	0.673
LGAT1	5.0	1.242	2.045	1.958	2.458	4.0
NEK2	5.0	1.47	3.026	1.426	5.0	1.275
ZNT1	5.0	1.992	5.0	1.72	5.0	5.0
RD3	5.0	1.155	4.347	2.101	5.0	3.662
SRTD4	4.496	0.661	0.0	0.0	4.49	0.0
